id,sentence,ANN-BERT-Class,ANN-BERT-Grad,ANN-SBERT-Class,ANN-SBERT-Grad,SVM-BERT-Class,SVM-BERT-Grad,SVM-SBERT-Class,SVM-SBERT-Grad,LoR-BERT-Class,LoR-BERT-Grad,LoR-SBERT-Class,LoR-SBERT-Grad,true_class
jp_356,The prime minister would explain that Israel would allow the entire leadership of the organization and anyone who participated in October 7  ndash  thousands of bloodthirsty fanatics and fools  ndash  to leave the Strip in a flotilla guarded by the United States Navy and headed to whatever country agrees to take them ,anti_israel,0.36809036,pro_palestine,0.4190917,pro_israel,0.2911772900420496,pro_palestine,0.6195016180809195,pro_palestine,0.9151392025165268,pro_palestine,0.5620681291638091,pro_israel
jp_579,This was one reason the IDF has been so careful when it came to Hezbollah ,pro_israel,0.9899394,pro_israel,0.9938412,pro_israel,0.29138640870436594,pro_israel,0.8975357929578879,pro_israel,0.9378495261375037,pro_israel,0.9422379949182061,pro_israel
bbc_86,in the background  an idf officer says over loudspeaker   do not leave the buildings without instructions ,anti_israel,0.7917395,pro_israel,0.96597975,anti_israel,0.6315071033407867,pro_israel,0.8661414035926359,anti_israel,0.9994694689931072,pro_israel,0.9397283937626252,pro_israel
jp_152,Knesset members from the opposition claimed that the decision to sever ties was a political decision after the Forum argued that National Security Minister Itamar Ben  Gvir  rsquo  s policy of increasing gun distribution could lead to increased domestic violence ,pro_israel,0.5652883,pro_israel,0.7314301,pro_palestine,0.4034374998773278,pro_israel,0.6791447879400567,pro_palestine,0.999999967033631,pro_israel,0.7837901369791642,pro_israel
jp_278,The left  wing party led by Yair Golan would win 9 seats ,pro_palestine,0.343579,pro_palestine,0.59966785,pro_palestine,0.33878697442997513,pro_palestine,0.7600511037952341,neutral,0.9904437156838984,pro_palestine,0.8359268068463558,pro_israel
jp_350,The Israeli defense establishment is preparing for the possibility of an escalation from the West Bank  Gaza  and Lebanon during the High Holiday period which begins with Rosh Hashanah on September 15  KAN news reported on Friday ,neutral,0.28342748,pro_israel,0.7346277,pro_israel,0.49355952697289435,pro_israel,0.5024412975674323,anti_israel,0.7905116815979804,pro_israel,0.5448403648849206,pro_israel
bbc_12,israels entry  to be performed by 20  year  old singer eden golan  is due be confirmed next sunday ,pro_israel,0.7961523,pro_israel,0.72967774,pro_israel,0.4948927025910413,pro_israel,0.5481853219276888,neutral,0.9347573849622528,pro_israel,0.7561899407909954,pro_israel
bbc_294,on 1 april  israeli troops withdrew from al  shifa hospital  which is in gaza city  following what the idf said was another  precise  operation carried out in response to intelligence that hamas had regrouped there ,pro_israel,0.8105325,anti_palestine,0.56506824,anti_palestine,0.45160728583541326,neutral,0.5117284305175748,anti_palestine,0.8357295973322687,neutral,0.42104289473473044,pro_israel
bbc_78,the un warned on monday that famine was  imminent  in northern gaza  with an estimated 70  of the 300  000 people living there experiencing catastrophic levels of hunger  the idf said it found tunnels used by hamas underneath al  shifa when it carried out an extensive operation in november  searching for evidence of what it said was a key  command and control centre  for the group ,pro_palestine,0.6472938,pro_israel,0.8145021,pro_israel,0.6571252862649413,pro_israel,0.4204766019441187,pro_israel,0.9999602487796538,pro_israel,0.6498794730900944,pro_israel
jp_453,ben  gvir car crash victim  natl security minister isnt the only person in the world Idan Damotov  the victim in the car crash with National Security Minister Itamar Ben  Gvir that occurred on Friday  said that he is  alright  a bit better  and that he is  now waiting for a CT scan  after seriously injuring his knee in the crash ,neutral,0.95544964,neutral,0.897042,pro_palestine,0.3136489329071103,neutral,0.5536348678400785,pro_israel,0.9784380833860006,neutral,0.7500199949006268,pro_israel
jp_85,Golan  a polished and experienced performer  who was a child star in Russia  where she spent much of her childhood due to her father  rsquo  s work  won the contest and Israeli Eurovision fans rejoiced ,pro_palestine,0.4441315,pro_israel,0.83326775,pro_israel,0.3308973271404254,neutral,0.5435409423831736,pro_israel,0.887312983399894,neutral,0.5601953133073528,pro_israel
jp_199,national security minister ben  gvir seeks dismissal of police commissioner shabtai National Security Minister Itamar Ben  Gvir has summoned Police Commissioner Kobi Shabtai for a hearing set to take place on Wednesday  seeking to end his term early  Israeli media reported on Monday ,pro_israel,0.29036444,neutral,0.7447429,pro_israel,0.5663917443976075,pro_israel,0.3248732464581119,pro_israel,0.9999928944011168,anti_israel,0.417677662232056,pro_israel
bbc_78,the idf also said an israeli soldier  staff sgt matan vingradov  had been killed in northern gaza on monday  but did not say whether it happened at al  shifa ,pro_israel,0.988289,pro_israel,0.7484252,pro_israel,0.3517808254983089,pro_israel,0.36238879601537033,neutral,0.5028158174152977,pro_israel,0.5970881139397658,pro_israel
jp_163,The radio said people could leave their shelters ,neutral,0.45251548,pro_israel,0.93126523,neutral,0.40783005396597166,pro_israel,0.494016301554809,anti_palestine,0.4382381717726479,pro_israel,0.4976804394621876,pro_israel
bbc_475,the fighting in gaza will continue for at least another seven months   the prime ministers national security adviser  tzachi hanegbi  told israels kan public radio ,pro_israel,0.89739424,anti_israel,0.4017501,pro_israel,0.44067779680619695,anti_israel,0.6753431323876492,pro_israel,0.998663929042591,anti_israel,0.7082899151091042,pro_israel
bbc_347,an estimated 1  4 million people have taken shelter in rafah after fleeing the fighting in the northern and central areas of the strip ,pro_palestine,0.4688548,anti_palestine,0.78186494,pro_palestine,0.3062046820337774,anti_palestine,0.815879021031895,anti_palestine,0.6369718339299616,anti_palestine,0.8428368117262738,pro_israel
jp_175,Separately  National Security Minister Itamar Ben  Gvir ordered the police to remove all Palestinian flags from the public domain and to halt any events of incitement against Israel ,anti_israel,0.6370262,neutral,0.5209868,pro_israel,0.48106068325506757,anti_israel,0.3082674430346428,anti_israel,0.9903962699012846,anti_israel,0.4633862241615126,pro_israel
nyt_565,the normally jubilant event  which has been held annually since 1964  had fewer spectators in midtown manhattan than usual because of intense security ,pro_israel,0.40751103,pro_israel,0.79548734,pro_palestine,0.5491484339360796,neutral,0.4694381140041446,pro_palestine,0.9887901662554914,neutral,0.7297935060762479,pro_israel
bbc_171,the idf then described how two people escaped that vehicle and got into a second car  which was hit by another missile from a drone ,anti_israel,0.5837602,pro_israel,0.9833664,anti_israel,0.5427490828380944,pro_israel,0.5480049705216321,anti_israel,0.9924251431587743,pro_israel,0.6496079630250812,pro_israel
jp_567,We saved as many soldiers as we could  some were trapped and hiding alongside the outpost   rdquo  After securing the area  they moved along the security fence to an IDF outpost called Taga ,pro_israel,0.9938751,pro_israel,0.99858785,pro_israel,0.5374417059801441,pro_israel,0.9235251278577352,pro_israel,0.9999924928926273,pro_israel,0.9557979431830202,pro_israel
bbc_3,after thursdays deaths  hamas warned that talks in qatar to try and secure a new ceasefire alongside the release of israeli hostages it is holding could now be jeopardised ,anti_israel,0.7666335,anti_palestine,0.46883422,anti_palestine,0.3984480477745911,pro_israel,0.25680730066396634,anti_palestine,0.9282526063466966,anti_palestine,0.2807069957188422,pro_israel
jp_264,Beyond maintaining the integrity of Jerusalem  particularly the Old City and its sacred sites  the core pragmatic requirement is to maximize security and minimize control over and responsibility for the Palestinian population ,pro_israel,0.9998511,pro_israel,0.99417156,pro_israel,0.8167652717555647,pro_israel,0.6707628972313016,pro_israel,0.99202788124593,pro_israel,0.6845872474254652,pro_israel
jp_432,In the realm of food security  we face many challenges ,neutral,0.4739656,pro_israel,0.9773391,neutral,0.5316645440989486,pro_israel,0.8223486046150343,neutral,0.9684004243921887,pro_israel,0.9543239902114458,pro_israel
bbc_84,while the idf has formulated operational plans for rafah and handed these to israels government  no order has yet been given to execute them ,pro_israel,0.9974607,pro_israel,0.7637512,pro_israel,0.7788453359450079,pro_israel,0.958153763264355,pro_israel,0.9998969396318463,pro_israel,0.7135779096852479,pro_israel
jp_371,Magen David Adom said the Israeli was hit by shrapnel  while another Israeli was injured on her way to a shelter and another suffering from PTSD ,anti_israel,0.5436436,anti_palestine,0.41903993,anti_palestine,0.30170770660293833,anti_palestine,0.543960763506691,neutral,0.9621689890176234,anti_palestine,0.505042336930522,pro_israel
bbc_81,these include afghanistan  the democratic republic of congo  ethiopia  pakistan  somalia  syria and yemen ,neutral,0.4712402,neutral,0.8374972,pro_palestine,0.43687819321509475,neutral,0.5335553215794138,pro_palestine,0.9974079690534429,neutral,0.6485411779083162,pro_israel
nyt_586,military was taking a  crawl  walk  run  approach  working out the logistical hurdles and taking into account security conditions  ,pro_israel,0.9921152,pro_israel,0.977514,pro_israel,0.5670952434320713,pro_israel,0.7342986739887483,pro_israel,0.9443110108391043,pro_israel,0.8417825640136,pro_israel
jp_534,top diplomat in Amman from 1997 to 2000  says that despite their problems  the two countries cooperate on some issues  including intelligence and security   quot  There are contacts between the two ministries of foreign affairs  the ministers met twice in recent months  and they discussed cooperation on many issues   quot  he said ,neutral,0.48620197,pro_israel,0.83934015,neutral,0.41727658551450497,pro_israel,0.5294110535590772,neutral,0.9995604799319205,pro_israel,0.4735114142961163,pro_israel
bbc_176,idf spokesman rear adm daniel hagari described the report as being carried out by a  professional  independent body that is outside of the chain of command  ,pro_israel,0.998538,pro_israel,0.9908777,pro_israel,0.8232620346579234,pro_israel,0.9053879354913499,pro_israel,0.9999940258725567,pro_israel,0.9630870570588199,pro_israel
bbc_410,dr mark ellis  executive director of the international bar association  called for an investigation into the incidents in the footage  and for the idf to discipline the soldiers involved ,pro_israel,0.70354396,pro_israel,0.9625467,pro_israel,0.5393763835881891,pro_israel,0.8596780117316273,pro_israel,0.9928455867212184,pro_israel,0.9222709130945588,pro_israel
bbc_530,the proposed ceasefire plan  which was endorsed by the un security council on monday night  calls for a six  week ceasefire that would eventually become permanent ,pro_israel,0.8632442,pro_israel,0.507343,pro_israel,0.7183936625332735,pro_israel,0.9541537543464013,pro_israel,0.999426060617225,pro_israel,0.7600892603114296,pro_israel
jp_304,KAN  the public broadcaster that sponsors the contest  released a statement praising Golan  rsquo  s perseverance following the dress rehearsal on Wednesday   ldquo  Eden stood on the stage during the dress rehearsal with pride and gave an incredible performance ,pro_palestine,0.6349495,pro_israel,0.9687279,pro_israel,0.577943495377816,pro_israel,0.6785217797719031,pro_israel,0.9980333703079324,pro_israel,0.7735834377469484,pro_israel
jp_420,In addition  the defense has claimed that World Vision did not transfer any materials to Gaza at some of the crossing points where the prosecution says El Halabi made illegal transfers to Hamas ,pro_palestine,0.75076866,neutral,0.63948196,pro_palestine,0.4458646182518232,neutral,0.4446054859558936,pro_israel,0.6309044019129177,neutral,0.48591711792867853,pro_israel
jp_414,It said they would refuse to leave their cells for routine security checks  ldquo  as a step of disobedience against the prison administration laws   rdquo  Whats next for the Palestinian prisoners ,anti_palestine,0.71227694,pro_israel,0.8181613,anti_palestine,0.2486793191273563,pro_israel,0.6674248467136876,anti_palestine,0.9995313496022389,pro_israel,0.7792142486568563,pro_israel
bbc_382,lebanons government  which has limited influence over the group  has called for the full implementation of the united nations security council resolution 1701  to solve the current israel  hezbollah conflict ,pro_israel,0.5893913,pro_israel,0.9538043,pro_palestine,0.2984646445176392,pro_israel,0.5100970430920242,pro_palestine,0.9150030017427723,pro_israel,0.7391984414885954,pro_israel
bbc_138,they were all former soldiers who were working for uk  based security firm solace global as part of wcks security team ,pro_israel,0.9822734,pro_israel,0.91830754,pro_israel,0.7696895196686772,pro_israel,0.7066691809102624,pro_israel,0.9999997727044055,pro_israel,0.9275290235533262,pro_israel
bbc_434,the sfa says it had  no option  but to play the hampden match behind closed doors because of the updated intelligence and  following extensive security consultations with all key parties  ,neutral,0.93305254,pro_israel,0.8832591,pro_israel,0.5947489184060532,pro_israel,0.70291507991629,pro_israel,0.9999575890869721,pro_israel,0.8738453526610472,pro_israel
bbc_3,the discussions are trying to secure a short  term ceasefire  during which hostages would gradually be released ,anti_israel,0.36075783,pro_israel,0.88666403,anti_israel,0.3318525360833279,pro_israel,0.3568912326373567,anti_israel,0.6925435062604224,pro_israel,0.36367090706729266,pro_israel
bbc_369,we gave the idf a sample of five other damaged or destroyed water sites from our analysis ,pro_israel,0.71228796,pro_israel,0.9881632,pro_israel,0.29820673456044805,pro_israel,0.728766191925338,pro_israel,0.5104645522156567,pro_israel,0.9335838626902712,pro_israel
jp_408,Since its inception in 1976  the JCPA has evolved from primarily focusing on regional security  strategy  and international law research ,pro_israel,0.8760619,pro_israel,0.9859844,pro_israel,0.7113461772428609,pro_israel,0.9307396217524015,pro_israel,0.9996459042608568,pro_israel,0.9375367042073778,pro_israel
bbc_418,in a statement  the idf said the bodies had been recovered in an operation overnight ,pro_israel,0.7744856,pro_israel,0.928555,anti_israel,0.293262372208028,pro_israel,0.8129099688538455,neutral,0.745605581897157,pro_israel,0.9697064749505836,pro_israel
jp_539,Good  hearted Israelis and people from abroad sought to bring cheer to evacuees displaced for indefinite periods from their homes  reservists in the IDF  and soldiers who have been wounded ,pro_palestine,0.7249022,pro_israel,0.98384976,pro_palestine,0.574028361442003,pro_palestine,0.37568216934138693,pro_palestine,0.9996457515440748,pro_israel,0.5998582186801609,pro_israel
jp_54,In contrast  there is currently no diplomatic dimension  or  ldquo  carrot  rdquo   on the table from Israel to follow a new Operation Defensive Shield  or  ldquo  stick  rdquo    such as then  prime minister Ariel Sharon used ,pro_palestine,0.34761605,pro_israel,0.6243357,anti_israel,0.31617121935088727,pro_israel,0.6813526519232367,pro_israel,0.9964083250934449,pro_israel,0.5270935258013031,pro_israel
bbc_269,israel claimed the premises were not protected by diplomatic conventions as the iranian islamic revolutionary guard corps had turned them into a military post ,pro_israel,0.9631961,pro_israel,0.928117,anti_israel,0.37416667953348376,anti_palestine,0.6013846242043319,anti_israel,0.983377556735852,anti_palestine,0.478148092494459,pro_israel
jp_125,The shocking flare  up may undermine US  backed moves towards normalizing relations between Israel and Saudi Arabia  a security realignment that could threaten Palestinian hopes of self determination and hem in Hamas  main backer  Iran ,pro_palestine,0.52107495,anti_israel,0.92842996,anti_israel,0.33266263870868756,anti_israel,0.46035661260903055,anti_israel,0.5831668574560527,anti_israel,0.35364044396663424,pro_israel
bbc_285,everything i did during my service in the idf was for the sake of the people of israel and the state of israel   he added ,pro_israel,0.824275,pro_israel,0.99191403,neutral,0.34505148157097515,pro_israel,0.6344481002625998,pro_palestine,0.9799551806867518,pro_israel,0.7666888549490772,pro_israel
jp_554,Netflixs  Mother of the BrideNETFLIX  rsquo  S Mother of the Bride  which stars Brooke Shields  is a  very  watered  down version of Mamma Mia   ndash  with all the elements that made that movie so successful  because it plays into a child  rsquo  s fantasy of their estranged parents getting back together ,pro_palestine,0.2930113,anti_israel,0.47875285,neutral,0.37376282536277877,neutral,0.5805289375349665,pro_israel,0.998343779031303,anti_israel,0.36488771988198043,pro_israel
jp_193,Each of the parties  ndash  the director  general  minister of defense  and prime minister  ndash  approved DDR  amp  D  rsquo  s conclusions   rdquo   nbsp ,pro_israel,0.5462909,neutral,0.64407015,pro_israel,0.5494435446777441,pro_israel,0.7758188263920278,pro_israel,0.9999972208155888,pro_israel,0.876580917863923,pro_israel
jp_585,A senior fellow at the Institute for National Security Studies  Sher said this plan was his initiative  and that when he put it forward  he did not represent any specific organization ,pro_israel,0.5828946,pro_israel,0.96086234,pro_israel,0.6245475747009827,pro_israel,0.7923280493596151,pro_israel,0.9999531238691497,pro_israel,0.8494707802757729,pro_israel
jp_510,The Mount Herzl parade was also attended by veterans who fought in World War II  IDF soldiers  officer cadets  and invited guests ,pro_israel,0.67274517,pro_israel,0.953765,neutral,0.30634503825928255,pro_israel,0.3844154608228358,neutral,0.9335450305499473,pro_israel,0.6775794584539664,pro_israel
jp_486,The young woman who crossed into Syria returned to Israel in the early hours of Friday  after government hostage negotiator Yaron Bloom headed to Moscow on Thursday night to bring her back   nbsp  On Thursday  the IDF handed over two shepherds to Red Cross representatives through the Quentin Crossing in Syria  after they had been apprehended by IDF troops east of the security fence in the Golan Heights area in Israeli territory   nbsp  Following her return  Netanyahu spoke with the young woman  rsquo  s mother who thanked him for his efforts  according to a PMO statement ,pro_israel,0.99782664,pro_israel,0.89078265,pro_israel,0.4012623460342794,pro_palestine,0.49496077015891937,pro_israel,0.999999999981702,pro_palestine,0.5887302361759129,pro_israel
jp_251,Four Jalud residents were injured  according to the local village council   nbsp  The IDF said it responded to reports of friction between settlers and Palestinians near Jalud ,pro_israel,0.8603408,pro_israel,0.97864985,anti_israel,0.3244660605010564,pro_israel,0.5734127397077049,anti_israel,0.8989334896183419,pro_israel,0.7120087530657561,pro_israel
jp_567,His full name cannot be used for security reasons ,neutral,0.9724467,pro_israel,0.9767488,neutral,0.38736063929707987,pro_israel,0.5480512328479299,neutral,0.4409442371711809,pro_israel,0.7792310986170021,pro_israel
bbc_171,at this stage the military contacts world central kitchen but they are in turn unable to reach the team on the ground  where phone communication is patchy and aid agencies say they are prohibited by the idf from using radios ,anti_palestine,0.51710975,pro_israel,0.99509215,pro_israel,0.4996858090852301,pro_israel,0.9807420196761693,pro_israel,0.9999999678860808,pro_israel,0.9928205877721691,pro_israel
jp_76,eden golan to face a  hurricane  of possible antisemitism in malmo The Eurovision 2024 slogan is  ldquo  United by Music   rdquo  but Israeli Eurovision fans fear that the true slogan this year may be  ldquo  United by Hate and Antisemitism   rdquo  It was never going to be easy for Eden Golan  Israel  rsquo  s contestant  to compete in Eurovision in 2024 during the war with Hamas  but the fact that the international song contest will be held this year in Malmo  Sweden  considered to be one of the most antisemitic cities in the world  has made it infinitely more complicated and dangerous for Israel to take part ,pro_palestine,0.4064525,pro_israel,0.8913548,pro_israel,0.39600372469686335,pro_palestine,0.5887386926210116,pro_palestine,0.9966178386977407,pro_palestine,0.45504195425542004,pro_israel
jp_119,AMIR AVIVI  founder of the forum  interviewed by Klein  stated that Israel is facing a global war on behalf of Western society but must seek strategic independence for war materials to ensure the country  rsquo  s defense   ldquo  We are facing a global war  this is a Chinese  Russian front   rdquo  he said ,pro_palestine,0.8049908,neutral,0.42529312,pro_israel,0.3009632811719111,pro_palestine,0.4938850313836786,pro_israel,0.9340940609388692,pro_palestine,0.4374798579934265,pro_israel
bbc_224,humza yousaf said that all parties in the middle east should abide by un security council resolutions and implement an immediate ceasefire ,pro_israel,0.59249574,pro_israel,0.75679916,pro_palestine,0.4052515398576156,pro_israel,0.5370363767886267,pro_palestine,0.9999907475719318,pro_israel,0.5520054621980918,pro_israel
jp_136,The guards are real tough asses there  and Oren  rsquo  s loud voice and jumping would instantly get him thrown out of any other part of the museum ,anti_israel,0.62644786,pro_israel,0.952802,anti_palestine,0.41075968751322134,neutral,0.36814738157900995,anti_israel,0.9094013248015314,anti_palestine,0.41366041928647024,pro_israel
jp_115,Although Gallant said he emphasized Israels commitment to a change in the security situation in the border region with Hezbollah to Hochstein  their talks occurred across the backdrop of US Chairman of the Joint Chiefs of Staff the Military General C ,pro_israel,0.84908015,pro_israel,0.9821927,pro_israel,0.5240326624571462,pro_israel,0.5925149514964756,pro_israel,0.999997092169578,pro_israel,0.658440287841206,pro_israel
bbc_109,mr kirby said that scheduled meetings between israeli defence minister yoav gallant and us national security advisor jake sullivan would go ahead as planned ,pro_israel,0.8551853,pro_israel,0.9374989,pro_israel,0.6564074453805381,pro_israel,0.7552537707733793,pro_israel,0.9999678088189259,pro_israel,0.8470271701597344,pro_israel
jp_102,cerave makes romcom trailer with a unique twist The trailer will be shown under the title   Love under the sun   and at the end  the heroines true love is revealed  ndash  CeraVe  rsquo  s facial cream with high SPF50 sun protection ,neutral,0.4153495,pro_israel,0.4878925,neutral,0.3779612490997131,neutral,0.4094253870261006,anti_israel,0.9999752132285705,pro_israel,0.5904706594519747,pro_israel
bbc_516,israel estimated there were fewer than 100 casualties  idf spokesman daniel hagari said ,pro_israel,0.56243557,pro_israel,0.5931598,anti_israel,0.2870720312616954,anti_palestine,0.348362255864177,neutral,0.8277718062062576,pro_israel,0.3373547497351932,pro_israel
jp_528,Abu Sultan  14  was shot dead by IDF soldiers in October as he was preparing to throw a Molotov cocktail from Bet Jala at Israeli vehicles on Route 60  also known as the  ldquo  Tunnels Road   rdquo  His body was handed over to the Palestinians two weeks ago ,anti_israel,0.95236605,pro_israel,0.8369711,anti_israel,0.3018018162714167,pro_israel,0.39250661214541993,neutral,0.4933959042619252,pro_israel,0.575078720221729,pro_israel
bbc_531,white house national security spokesperson john kirby said it was  helpful  that hamas had submitted a response and that us officials were  evaluating  the groups requests ,pro_israel,0.94545466,pro_israel,0.7993966,pro_israel,0.43269189376636263,pro_palestine,0.6545417658856079,pro_israel,0.979960373185723,pro_palestine,0.6553596720845143,pro_israel
