text,title
nan,how biden could try to coerce israel to change its war strategy
"israel - hamaswar advertisement support by the news be meet with jubilation in israel , where tension over the hostage ' safety have be rise in recent month . byaaron boxerman , raja abdulrahimandsteve lohr israeli soldier and special operation police rescue four hostage from gaza on saturday amid a heavy air and ground assault and fly they back to israel by helicopter to be reunite with their family . the news be meet with jubilation in israel , where anxiety over the fate of the roughly 120 remain captive have be rise after eight month of war . resident in the town of nuseirat , where the hostage be be hold , report intense bombardment during the rescue operation . khalil al - daqran , an official at a hospital in the city , tell reporter that score of palestinians have be kill and that the hospital 's ward and corridor be pack with the wound . rear adm . daniel hagari , the israeli military spokesman , tell reporter the rescue mission take place around 11 a . m . saturday , when force locate the four hostage in two separate building where they be be hold by hamas militant . he say the israeli force come under fire but manage to extract the hostage in two helicopter . one special force police officer die . the freed hostage — noa argamani , 26 , almog meir jan , 22 , andrey kozlov , 27 , and shlomi ziv , 41 — be kidnap by palestinian militant from the nova music festival during the hamas - lead attack on oct . 7 , when about 1 , 200 people be kill in israel and 250 take hostage , israel say . all four be in good medical condition and be transfer to a hospital in israel for further examination , the israeli authority say in a statement . the fate of the hostage have be a source of intense political pressure on the israeli prime minister , benjamin netanyahu , amid the broad criticism that his government , for its own reason , be in no hurry to wind down the conflict or to address the issue of who should govern gaza after the war . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israel rescues 4 hostages in assault that killed scores of gazans
nan,"before the eurovision final, a pro-palestinian march"
"israel - hamaswar advertisement support by anti - israel demonstrator gather outside the exhibition in new york that honor people at a music festival in israel who be kill in the hamas attack . bymarc tracy hundred of people protest against israel on monday night outside an exhibition in low manhattan that commemorate the more than 360 people who be kill by hamas on oct . 7 at a rave in southern israel , prompt strong condemnation from public official . the location of the demonstration — outside an exhibition feature portrait of the people kill at the tribe of novatrance music festival , along with car that be char in the attack and the personal belonging that some music fan leave behind — be widely criticize from the city government to washington . mayor eric adams of new york visit the exhibition on tuesday and call the protest "" despicable . "" and andrew bates , a white house spokesman , say in a statement tuesday , "" the event at yesterday 's memorial to those murder at the nova music festival be outrageous and heartbreaking . "" one of the exhibition 's american organizer , scooter braun — a powerful music executive who be instrumental in the rise of justin bieber — say on tuesday that the exhibition , "" october 7th 06 : 29 am — the moment music stand still , "" have be extend a week , until june 22 . "" for those who choose to protest against innocent music lover who be murder … we will dance again , "" mr . braun , the chief executive of the music conglomerate hybe america , say in a statement . the protester gather monday evening step away from the new york stock exchange building in low manhattan , light flare and repeat shout include "" long live the intifada "" and "" israel , go to hell , "" accord tovideo post to social medium . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",officials condemn protest outside exhibit memorializing oct. 7 victims
"for more audio journalism and storytelling , download new york times audio , a new ios app available for news subscriber . host bytracy mumford featuringmatina stevis - gridneff produce byian stewartanddavis land edit byjessica metzgerandtracy mumford on today 's episode : georgia appeal court stay most proceeding in trump election case , by richard fausset inside the base where israel have detain thousand of gazan , by patrick kingsley and bilal shbair european union 2024 election : what to know , by matina stevis - gridneff and monika pronczuk u . n . chief warn of miss a key climate target , by raymond zhong boeing carry nasa astronaut to orbit in ' milestone ' starliner flight , by kenneth chang tune in , and tell we what you think attheheadline @ nytime . com . for correction , emailnytnew @ nytime . com . for more audio journalism and storytelling , downloadthe new york times audio app — available to time news subscriber on io — andsign upfor our weekly newsletter . matina stevis - gridneffis the brussels bureau chief for the time , lead coverage of the european union . more about matina stevis - gridneff advertisement","court delays trump’s georgia case, and u.n. warns of ‘climate hell’"
nan,columbia’s president tells congress that action is needed against antisemitism
nan,sweden and canada to restart payments to u.n. agency for palestinians
nan,7 aid workers killed in gaza were known for a passion for helping others
nan,ukraine aid bill clears critical hurdle in the house as democrats supply the votes
nan,dispute over conscription for ultra-orthodox jews presents new threat to netanyahu
"advertisement support by the republican - write bill , which the white house strongly oppose , stand little chance of become law after lawmaker fail to reach a bipartisan deal on penalize measure . byrobert jimison report from the capitol the house vote mostly along party line on tuesday to impose sweeping sanction on official at the international criminal court in a rebuke of effort by the court 's top prosecutor tocharge top israeli leaderswith war crime in connection with the offensive against hamas . the bill would compel president biden to restrict entry into the united states , revoke visa and impose financial restriction on anyone at the court involve in try to investigate , arrest , detain or prosecute "" protect person , "" or ally of the united states . it would also target anyone who provide "" financial , material or technological support "" to those effort . mr . biden 's adviser say he be "" strongly opposed "" to the measure because it would impose sanction on such a broad swath of official , include court staff member and any witness involve in a potential case . but it reflect broad bipartisan anger in washington after the court 's top prosecutor announce late last month that he wouldseek charge against both israeli and hamas leader . the g . o . p . - write bill pass by a vote of 247 to 155 , with two republican vote present and 42 democrats cross party line in support . representative chip roy , republican of texas and the author of the bill , say it be a necessary step to stop the international court from act beyond its jurisdiction and to address fear that action take against israeli official could be a prelude to action against american official . "" what happen here be go to be come at we and our country , "" mr . roy say on tuesday . "" that be why it be important to speak with one voice , with authority , with force . "" we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",house votes to impose sanctions on i.c.c. officials over israel prosecution
nan,iran seizes commercial ship linked to israel
nan,britain’s leaders condemn iran’s attacks but urge israel to show restraint
nan,"over 1,000 air reservists threaten to stop serving, as israel’s political crisis grows"
"israel - hamaswar advertisement al aqsa martyrs hospital , inundate by a rapidly rise casualty count , be so full that the crowd themselves be hamper treatment . bybilal shbairanderika solomon bilal shbair report from central gaza . as dawn break on thursday , haitham abu ammar comb through the rubble of the school that have become a shelter to he and thousand of other displace gazan . for hour , he help people piece together the limb of the one they love . "" the most painful thing I have ever experience be pick up those piece of flesh with my hand , "" say mr . abu ammar , a 27 - year - old construction worker . "" I never think I would have to do such a thing . "" early on thursday , israeli airstrike hit the school complex , kill dozen of people — among they at least nine militant , the israeli military say . over the course of the day , corpse and mangle limb recover from the rubble be wrap in blanket , stack in truck bed and drive to al aqsa martyrs hospital , the last major medical facility still operate in central gaza . israel 's military describe the airstrike as painstakingly plan . rear adm . daniel hagari tell reporter that israeli force have track the militant in the school - turn - shelter for three day before open fire . "" the israeli military and the shin bet find a solution to separate the terrorist from those seek shelter , "" he say . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",‘mama! mama!’ israeli strike sets off chaos at gazan hospital
nan,"israel and hezbollah trade fire, with deaths reported on both sides"
nan,"what we know about columbia university’s president, nemat shafik"
nan,pro-palestinian rally becomes mass subway ride to confront kathy hochul
nan,gaza’s shadow death toll: bodies buried beneath the rubble
"israel - hamaswar advertisement support by when a truck carry three of four rescue hostage break down and come under fire , israel say it call in an airstrike . score of palestinians be kill , gazan official say . bybilal shbairandronen bergman bilal shbair report from nuseirat in the gaza strip , and ronen bergman from tel aviv . when the four israelis wake up in gaza on saturday , they have be heldhostage by hamas for 245 day . the building in which they be be keep , two low - rise , concrete apartment block , look much like the other nearby residence in a civilian neighborhood full of palestinian family . within a few hour , the captive , three man and one woman , would be reunite with their own family , the result of a risky , long - plan rescue operation in which the full might of the israeli military would be use to devastating effect . "" I be so emotional , "" one hostage , noa argamani , 26 , tell prime minister benjamin netanyahu of israel in a phone call after her release . "" it be be so long since I hear hebrew . "" the rescue effort in nuseirat involve hundred of intelligence officer and two team of commando who simultaneously storm the home in which the hostage be be hold , the israeli military say . in one apartment , where the male hostage be imprison , a firefight break out between the soldier and the hamas guard , accord to the military and video footage it release of the encounter . later , and under a hail of gunfire , the truck in which three hostage and a wounded israeli officer be be evacuate break down and be surround by militant , israeli official say . in an effort to give the rescuer enough time and ample cover to get the captive to freedom , the military say , the air force begin strike dozen of nearby target . many palestinians become aware of the fighting only when they hear bomb explode . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","after weeks of planning, seconds made the difference in israel’s hostage rescue"
nan,a look at the three previous u.n. cease-fire resolutions the u.s. vetoed
nan,"as irish leader visits u.s., shamrock camaraderie is strained by gaza war"
"israel - hamaswar advertisement israeli bombardment and raid have put many of gaza 's hospital out of operation and only a few remain even partially functional . byraja abdulrahim israeli force mass at the entrance to a major hospital in the northern gaza strip on friday , trap more than a dozen medical personnel inside and all but put one of the last functioning hospital out of operation , accord to a doctor and palestinian news medium . for day , the israeli military have bombard the area around kamal adwan hospital in beit lahia , near the northernmost edge of the territory . its advance with tank toward the northern entrance cut off access to the hospital , accord to dr . eid sabbah , the head of nursing at the hospital . "" now it be consider practically , because it be besiege , not operational , "" say dr . sabbah , who have be at the hospital on thursday . many patient be receive kidney dialysis on thursday , he say , but they also leave before the military cut off access . "" the military have reach the entrance , "" he say . the blockade of kamal adwan come two day after the israeli military order patient and staff atal awda hospitalnearjabaliya , another major medical center in northern gaza , to evacuate on wednesday and then raid the complex . about 30 people remain there , include medical staff and patient in critical condition who could not be transfer . israeli force destroy door and damage equipment , gazan official say . the israeli military have repeatedly besiege and assaulted gaza 's hospital , contend that hamas , the armed group that lead the oct . 7 attack on israel , use they as shield , with its fighter operate within the hospital and from tunnel beneath they . hamas and hospital administrator have deny the claim . the israeli military have take journalist on tour of one hospital it raid and provide document it say prove its claim about hamas and hospital . but there have be no independent verification of the claim . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israeli forces cut off access to kamal adwan hospital in northern gaza
nan,"israeli settlers kill 2 palestinian men in the west bank, officials say"
nan,fears grow that syria strike could spur retaliatory attacks on israel and u.s.
"israel - hamaswar advertisement the vote be aim at keep the divisive issue in the hand of legislator instead of judge , who have repeatedly determine that an exemption should not stand . byephrat livni israel 's parliament on tuesday vote to revive a bill that would enable ultra - orthodox man to be draft into the military , a divisive issue that have become especially contentious since the war in gaza begin last october . the vote , which pass 63 - 57 , be a procedural step aim at keep the hot - button issue in the hand of legislator instead of judge , who have repeatedly determine thatthe exemption , date to the founding of israel , should not stand . many secular israelis have long lament the draft exemption for the most religious member of society . the issue have take new prominence since the hamas - lead attack in israel on oct . 7 set off a war that have prompt repeat call - up of reserve soldier . the bill , which revive a proposal make in 2022 , would limit the exemption for young ultra - orthodox man enrol in religious study , establish recruitment quota for they and provide alternative service option , among other change . some critic contend , however , that the proposal would not significantly increase military service among the ultra - orthodox , know in hebrew as haredim . the bill be advance in may by prime minister benjamin netanyahu , in an apparent effort to deter israel 's supreme court from take the lead on the matter . the justice be currently consider whether the government must immediately begin draft the ultra - orthodox , follow the expiration of a law last year that be temporarily extend and have expire again . the vote on tuesday be widely see as intend to send a signal to the court that the knesset be address the issue . the court order the government to address it long ago , but year of legislative effort have fail to produce meaningful change . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israel’s parliament revives bill on drafting ultra-orthodox men into military
nan,critics fault ‘aggressive’ n.y.p.d. response to pro-palestinian rally
nan,new u.k. extremism policy raises concerns over free speech
nan,fighting rages around two gaza hospitals as pressure on israel rises
"israel - hamaswar advertisement u . s . air force cargo plane drop 36 , 800 ready - to - eat meal , in a joint operation with the jordanian air force , but a pentagon spokesman say be no plan to put u . s . force on the ground . byhelene cooper the united states make a second round of airdrop of humanitarian aid into the gaza strip on tuesday , as the biden administration continue its effort to prevent a great humanitarian disaster in the palestinian territory . u . s . air force cargo plane drop 36 , 800 ready - to - eat meal , in a joint operation with the jordanian air force , "" to provide essential relief to civilian affect by the ongoing conflict , "" u . s . central command say in a statement on tuesday . it say that army troop train in aerial delivery be part of the airdrop , and that it be plan more such mission . however , the pentagon say on tuesday that the united states do not intend to send its troop into gaza to strengthen the aid distribution process . "" at this time there be no plan to put u . s . force on the ground in gaza , "" maj . gen . patrick ryder , a pentagon spokesman , say at a news conference . some aid expert and humanitarian group have criticize the american airdrop as insufficient and largely symbolic , give the scale of the hunger problem face gaza after five month of war . cargo plane can only move a fraction of the food a convoy of truck can deliver , expert say , and a well solution would be for the united states to persuade israel to open more border crossing and speed up inspection . the operation on tuesday follow a first round of airdrop on saturday , two day aftermore than 100 palestinians be killedas israeli force open fire around a convoy of aid truck in northern gaza . doctor at gaza hospital say most of the casualty be from gunfire . the israeli military say most of the victim be trample as they try to seize the cargo , although israeli official acknowledge that troop have fire on some people who they say have threaten they . after the convoy killing , president biden say the united states would find new way to get aid to palestinians in desperate need because of israel 's five - month military campaign to destroy hamas . only atrickle of aidhas be reach northern gaza via land , but aid group have criticize airdrop asineffective . the amount of aid deliver by a french plane in anairdroplast week be much less than a single truckload . although mr . biden have implore israel , which have largely seal its border with gaza , to clear the way for more aid delivery , the demand for food , water and medicine there remain huge . those condition have put mr . biden under political pressure to do more to help the palestinians , even as the united states supply israel with military hardware . despite his frustration with israel 's political leadership , mr . biden have not threaten to put limit on american military aid to the country . helene cooperis a pentagon correspondent . she be previously an editor , diplomatic correspondent and white house correspondent . more about helene cooper advertisement",u.s. conducts 2nd airdrop but will not use troops on the ground in aid effort
nan,"ocasio-cortez, in house speech, accuses israel of ‘genocide’"
nan,gazans describe search for food and wonder if it will get worse
"advertisement support by violent response to pro - palestinian activist follow a sweeping agreement aim at strike an equilibrium between preserve public safety and the right of protester . bymaria cramer last september , the new york police departmentsigne a sweeping agreement in federal courtthat be mean to end overwhelming response to protest that often lead to violent clash , large - scale arrest and expensive civil right lawsuit . the sight of hundred of officer in tactical gearmoving in on pro - palestinian demonstrator in bay ridge , brooklyn , on saturdaysuggeste to civil libertarian that the department might not abide by the agreement when it be fully implement . at least two officer wear the white shirt of commander be film punch three protester who be prone in the middle of a crosswalk . and film clip of recent campus protest show some officer push and drag student , a handful of whom later say they have be injure by the police , though many officer appear to show restraint during the arrest . "" I think member of the public be very concerned that the police will be unwilling or unable to meet their end of the bargain , "" say jennvine wong , a staff attorney with legal aid , which , along with the new york civil liberties union , file a lawsuit against the city over the department 's response to protest in 2020 afterthe killing of george floyd . that lawsuit be later combine with a complaint file by letitia james , the state attorney general , over what she call widespread abuse during the black life matter protest . last fall , police official and ms . james reach the agreement in federal court , intend to strike a new equilibrium between the department 's need to preserve public safety and the right of protester . the city , along with two major police union , agree to develop policy and training that would teach the department to respond gradually to demonstration , rather than send in large number of officer immediately , and to emphasize de - escalation over an immediate show of force . the implementation be expect to take three year . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",brooklyn protest raises doubts about n.y.p.d. commitment to new tactics
nan,"israeli response to iran attack seems inevitable, despite allies’ pleas"
nan,"‘we’re not a banana republic,’ netanyahu says, rejecting criticism from u.s."
nan,mcdonald’s to buy back 225 franchised outlets in israel after boycotts
"advertisement the campaign have be fragment , organize with far less time and resource than michigan 's operation . byanjali huynh organizer in several super tuesday state be call on voter to oppose president biden at the ballot box over his stance on the war in israel and gaza , build on momentum that begin last month in michigan . more than 101 , 000 michigandersvote "" uncommitted "" in the state 's democratic primary , after a group of young arab americans start a campaign encourage voter to protest mr . biden 's alliance with israel — earn two delegate to the democratic national convention . inspire by the campaign , pro - palestinian group around the country start similar effort to push the president to call for a permanent cease - fire . in colorado , a group of palestinian activist scramble to create a social medium campaign for the state 's "" noncommitte delegate "" optionwhile michigan return be still come in last week . in minnesota , organizer knock on door and hold get - out - the - vote event to promotethe "" uncommitted "" category , with outreach to muslim somali americans and young voter . and in massachusetts , thousand of protestersat a rally in cambridgechante "" no preference , "" the similar designate protest option . the campaign have be fragment , organize with far less time and resource than michigan 's operation . many be plan in a matter of day , well after early voting have already begin , and several organizer decline to articulate specific benchmark for what would constitute success on tuesday night beyond the goal of see mr . biden move his position . ( organizer in minnesota say they be aim for 5 , 000 "" uncommitted "" vote , a low target that be about double what the category receive in the 2020 democratic primary . ) the other state also lack michigan 's position in the broad backlash to mr . biden 's policy : the state have a sizable arab american population , for whom the issue have be particularly painful , and ahead of the vote , prominent democrat in the statewarne about the potentialfor political peril . the "" uncommitted "" effort draw the backing of representative rashida tlaib , a member of the group of liberal in the house know as the squad . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",how the ‘uncommitted’ effort to protest biden has spread in super tuesday states
nan,universities struggle as pro-palestinian demonstrations grow
"advertisement domestic and international anger over israel 's response to the oct . 7 attack have complicated president biden 's diplomatic and re - election effort . bymichael crowley nearly five month since hamas militant attack and kill about 1 , 200 people in israel , president biden have be sweep into the result upheaval in the region . as he prepare to address the nation , he find himself navigate a wide middle east emergency with profound moral , political and security implication for his presidency . early sympathy for israel after the oct . 7 attack have give way to domestic and international anger over the suffering in gaza . israel 's subsequent military campaign to crush hamas have now kill more than 30 , 000 palestinians , accord to official in gaza , with dire shortage of food , water and medicine create a humanitarian crisis . because israel 's military heavily depend on american - supply weapon and munition , mr . biden be under pressure at home and abroad to rein in israel and alleviate the suffering in gaza . but despite increasingly adamant call for israel to do more to protect civilian and provide they with aid , u . s . official say that be not happen . even so , mr . biden have restrain his criticism of israel 's right - wing government and resist demand for restrict american aid to israel , often remind the world that israel be brutally attack and have a right to self - defense . he have order airdrop of aid into gaza to supplement the limited truck convoy that enter the territory from israel . but aid worker say those aerial supply will make little difference . seek to do more , mr . biden will announce a plan for the united states to build a float pier off gaza that can receive more supply . u . s . official say their good hope be to help broker a deal between israel and hamas to pause the fighting for several week , allow for the release of israeli hostage hold by hama , and enable a surge of humanitarian supply into the territory . some u . s . official think that such a pause in combat could evolve into a long - term cease - fire . talk among several nation to strike a deal have be underway for week , and u . s . official say that israel have sign off on an offer . but hamas have yet to agree . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",war in gaza presents biden with challenges at home and abroad
nan,u.s. intercepts dozens of iranian drones and missiles aimed at israel
nan,police again clear pro-palestinian encampment at u.s.c.
nan,3 top iranian commanders are reported killed in israeli strike in syria
nan,israel’s spy chief returns home as cease-fire talks continue in qatar
nan,trump urges israel to ‘finish up your war’
"israel - hamaswar advertisement support by secretary of state antony j . blinken be in china this week as tension have rise over trade , security , russia 's war on ukraine and the middle east crisis . byana swanson , david piersonandolivia wang ana swanson cover trade and the u . s . - china relationship and be accompany mr . blinken on his trip . david pierson cover china 's foreign policy and its influence in the world . secretary of state antony j . blinken be meet official in china this week as dispute over war , trade , technology and security be test the two country ' effort to stabilize the relationship . the united states be head into an election year in which president biden will face intense pressure to confront china 's authoritarian government and offer new protection for american business and worker from low - price chinese import . china be court foreign investment to help its sluggish economy . at the same time , its leader , xi jinping , have be bolster national security and expand china 's military footprint around taiwan and the south china sea in way that have alarm its neighbor . mr . biden and mr . xi have hold talk to prevent their country ' dispute from spiral into conflict , after relation sink to their low point in decade last year . but an array of challenge could make steadying the relationship difficult . the united states have be push back against china 's increasingly assertive claim over swath of the south china sea and the self - govern island of taiwan by build security alliance in asia . that effort have promptedmore concern in beijing that the united states be lead a campaign to encircle china and contain its rise . we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",these issues are testing the u.s.-china thaw
"israel - hamaswar advertisement support by despite fierce criticism , israel insist it must take control of rafah and the border with egypt to prevent future arm smuggling . bysteven erlanger , isabel kershnerandnatan odenheimer report from jerusalem despite an international court order to stop its assault on rafah , israel say it will continue its operation , try to walk a line between not anger its american ally too much while try to achieve strategic aim that it consider too important to abandon . for now , after many week of admonition from the white house , both the israelis and the americans be characterize this as a "" limited operation , "" allow the israelis to proceed , though more slowly and cautiously than they have in other part of gaza . but as the fighting push masse of panicked civilian toward area near the sea with inadequate housing or medical aid , and the closing of the rafah border crossing dim hope for speedy delivery of humanitarian aid , israel 's critic abroad condemn the toll on civilian and be unconvince by what the israelis have call restraint . on friday , the international court of justiceordere israel to immediately halt its offensive in rafah , say it endanger the civilian population there , but do not call for a complete cease - fire . israel say it will not halt its military operation . for israel , take rafah and the border would effectively complete the reconqu of gaza and could mean a move to a different phase of low - intensity raid . rafah have in and under it the last four relatively organized hamas battalion , a major tunnel infrastructure and rocket launcher , the israelis say . more important , israel want to try to seal the border with egypt to reduce the smuggling of weapon for the future . "" the airstrike be continuous and intense , and the smell of smoke do not leave the air , "" say mohammad al - masri , 31 , an accountant who have be shelter in a tent in rafah for month . "" at night , they advance a few meter at a time , and the people flee immediately . "" we be have trouble retrieve the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you be in reader mode please exit andlog intoyour times account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","condemnation slows, but does not stall, israel’s assault on rafah"
